FID,Node,Surface_El,Elevation,Dwn_Length,Dwn_Node,X,Y
167,D091115,4238.6938,999,48.210108,D091196,1527804.501,7437045.769
168,D041153,4590.2344,999,170.846626,D041152,1538421.006,7437432.704
169,D110503,4229.8428,999,228.479566,D110044,1522288.793,7437921.852
170,D110047,4229.666,999,21.172373,D110503,1522309.965,7437921.773
171,D123033,4227.5425,999,607.824939,D123025,1519845.059,7437921.21
172,D110504,4229.4028,999,52.382568,D110047,1522362.343,7437921.051
173,D091091,4244.8511,999,326.688077,D091087,1529010.807,7437900.243
174,D053072,4354.6675,999,141.391017,D053071,1535092.788,7437877.791
175,D100250,4233.8887,999,20.790767,D100264,1526300.195,7437114.482
176,D091262,4238.9292,999,399.853884,D091261,1527753.347,7437089.973
177,D100306,4233.7275,999,143.685653,D100305,1526296.503,7437078.157
178,D123172,4226.6289,999,38.571202,D123098,1520746.762,7437078.156
179,D091272,4236.272,999,54.564989,D100259,1527013.344,7437077.77
180,D110121,4230.3389,999,343.846218,D123168,1521913.105,7437073.643
181,D110151,4230.6689,999,80.468297,D110167,1523534.006,7437069.243
183,D091267,4243.3721,999,287.728663,SD380,1528958.703,7437086.788
184,D100302,4231.9121,999,75.329721,D100291,1525855.213,7437079.287
185,D100309,4233.5786,999,8.59402,D100308,1526345.991,7437076.812
186,D091135,4241.6841,999,60.317867,D091131,1528664.581,7437066.365
187,D091119,4239.272,999,46.371655,D091116,1527928.772,7437056.218
188,D100323,4235.3921,999,212.645118,D100320,1526893.516,7437050.339
189,D068128,4320.5317,999,161.161822,D068102,1534151.242,7435291.981
190,D068026,4285.6357,999,358.729732,D068178,1532981.09,7435283.478
192,D054028,4347.8623,999,846.007574,D068019,1535119.545,7435300.989
193,D068029,4286.0762,999,26.016063,D068026,1533007.105,7435283.686
194,D068163,4274.1025,999,70.346578,D068164,1532528.432,7434721.711
195,D068160,4276.2935,999,82.090863,D068025,1532528.474,7435175.011
197,D068145,4271.5439,999,80.507332,D068068,1532516.044,7434192.668
198,D124502,4227.4624,999,174.736025,D124045,1520179.822,7434162.667
199,D111012,4228.8008,999,91.800066,D111007,1522590.117,7434153.892
200,D111050,4230.4097,999,33.095204,D111051,1523974.06,7434152.535
201,D124092,4227.4551,999,19.551818,D124094,1520658.95,7434151.113
202,D101125,4231.8501,999,356.064729,D101503,1525089.332,7434146.675
203,D111002,4229.3364,999,949.203012,D124500,1521689.772,7434146.554
204,D068065,4270.9126,999,135.691732,D080513,1532420.174,7434143.672
206,D101106,4230.8369,999,363.546262,D111038,1524597.541,7434141.134
207,D111008,4229.4624,999,811.501955,D111002,1522501.226,7434137.728
208,D092503,4237.478,999,40.543783,D092502,1527512.02,7434136.084
209,D101501,4234.4072,999,228.355269,D101149,1526685.641,7434135.673
210,D101502,4233.1401,999,255.764823,D101140,1526298.415,7434134.71
211,D068507,4271.3823,999,19.734748,D068505,1532444.651,7434133.245
212,D054048,4359.4653,999,146.568485,D054047,1535454.397,7435323.812
214,D068068,4271.7119,999,21.699159,D068507,1532466.267,7434131.348
215,D092107,4237.2354,999,161.689467,D092106,1527410.92,7434123.314
216,D101147,4233.3071,999,206.653896,D101143,1526270.229,7434122.802
217,D068500,4272.438,999,10.86629,D068502,1532620.144,7434117.848
218,D068030,4287.5688,999,21.711209,D068029,1533028.715,7435281.592
220,D068102,4315.543,999,160.383876,D068149,1533990.702,7435277.833
221,D068178,4278.2168,999,113.883154,D068510,1532623.075,7435260.844
222,D068085,4275.4873,999,10.967504,D068108,1532801.256,7434085.368
223,D068165,4272.5859,999,231.94659,D068145,1532531.102,7434421.964
224,D068025,4275.9014,999,27.6268,D068161,1532527.669,7435092.924
226,D080513,4269.3843,999,115.690072,D080146,1532360.873,7434265.72
228,D124059,4228.2275,999,377.127294,D124501,1521483.054,7434166.954
229,D124043,4227.4805,999,58.847247,SD4065,1519903.694,7434166.386
230,D111051,4230.4565,999,74.753713,D111037,1523940.983,7434153.625
231,D124062,4228.4185,999,30.949537,D124059,1521514.002,7434167.225
232,D124501,4228.2876,999,426.40369,D124054,1521105.931,7434165.224
233,D124063,4228.1572,999,36.887953,D124062,1521550.585,7434162.487
234,D124047,4227.3066,999,246.030957,SD4066,1520089.529,7434155.631
235,D124503,4227.3218,999,28.279804,D124047,1520117.807,7434155.337
236,D111007,4229.4805,999,142.272703,D111006,1522498.317,7434153.91
237,D111102,4230.0684,999,309.226502,D111012,1522899.343,7434153.831
238,D124500,4227.707,999,81.62947,D124092,1520740.579,7434150.752
241,D092520,4249.0332,999,44.337366,D092133,1529480.212,7434144.878
242,D101503,4231.1392,999,0,D101500,1524733.299,7434141.962
243,D101500,4231.0396,999,37.08741,D101503,1524696.214,7434141.471
245,D080076,4254.6245,999,35.412375,D080075,1530273.831,7434138.525
246,D111100,4228.8677,999,172.960085,D111008,1522674.185,7434138.415
247,D092505,4240.7964,999,27.292792,SD3700,1527942.13,7434135.501
248,D092502,4237.3374,999,56.355113,D092507,1527471.484,7434135.32
251,D068164,4273.6899,999,229.412973,D068165,1532528.87,7434651.366
252,D111031,4230.2324,999,585.272843,D111104,1523705.952,7434142.514
253,D080086,4259.7993,999,30.434824,D080147,1531091.663,7434137.831
254,D080081,4258.0752,999,687.151598,D080076,1530960.979,7434136.312
255,D092507,4237.0928,999,24.383984,D092101,1527415.139,7434134.257
256,D101253,4232.0776,999,0,D101121,1525089.447,7434133.09
257,D101109,4231.2085,999,407.962723,D111039,1524505.679,7434132.222
258,D068503,4271.9697,999,34.261561,D068068,1532500.398,7434128.354
259,D101150,4233.312,999,34.261718,D101147,1526304.488,7434123.196
260,D101122,4231.3413,999,69.971972,D101113,1524734.666,7434132.415
261,D101121,4231.7627,999,175.890441,D101122,1524910.556,7434132.359
262,D101110,4230.9351,999,91.062356,D101109,1524596.741,7434132.345
263,D101141,4232.8184,999,246.785617,D101131,1525921.37,7434122.384
264,D068501,4272.8311,999,28.233757,D068500,1532648.27,7434115.38
265,D068502,4272.4341,999,109.339726,D068503,1532609.319,7434118.798
267,D068076,4275.3677,999,121.382983,D068501,1532769.088,7434103.985
269,D111006,4230.5205,999,805.498072,D124063,1522356.05,7434155.197
270,D092126,4245.1929,999,33.624128,D092125,1528670.299,7434146.505
271,D092506,4245.2578,999,14.365212,D092126,1528684.664,7434146.477
272,D080075,4254.4912,999,56.291088,SD4899,1530238.645,7434142.522
273,D101108,4231.0864,999,68.503068,D111106,1524666.044,7434141.072
274,D068508,4270.8506,999,551.981711,SD3060,1532398.319,7434136.894
275,D068067,4270.8979,999,5.566427,D068508,1532403.885,7434136.821
276,D101127,4234.6538,999,197.792882,D101127,1525287.238,7434133.897
277,D092103,4236.1016,999,237.778712,D092092,1527081.258,7434119.237
278,D092105,4236.2129,999,32.381197,D092103,1527113.639,7434119.105
279,D123233,4227.5752,999,166.91427,D123054,1521017.546,7437941.434
281,D110255,4231.4585,999,173.785597,D110252,1524172.902,7437097.04
282,D110251,4231.7173,999,223.927694,D110246,1523855.824,7437095.717
283,D112093,4228.6694,999,0,DP1,1522636.991,7432936.725
284,D069042,4291.4502,999,47.536397,D069040,1533391.557,7432638.861
287,D125077,4228.1045,999,227.324894,D125032,1522064.949,7432380.988
288,D125030,4228.6875,999,381.584516,D125043,1521502.546,7432373.323
289,D125084,4228.1099,999,13.75553,D125077,1522065.764,7432367.257
290,D123047,4227.9053,999,313.511945,D123038,1520347.116,7437924.767
291,D079136,4253.8784,999,220.494047,SD351,1530516.454,7437080.661
292,D080147,4259.4614,999,16.049362,D079144,1531061.228,7434137.853
293,D069031,4285.5771,999,824.416966,D068108,1533344.885,7433481.361
295,D125036,4226.79,999,37.072306,D125035,1519280.18,7431997.846
296,D125500,4227.4834,999,165.288978,D125034,1519228.472,7431996.904
297,D069034,4285.71,999,83.95696,D069033,1533373.093,7433311.723
298,D112079,4228.9014,999,25.09711,D112080,1523112.884,7432938.052
299,D093002,4249.6523,999,190.869526,D093001,1528830.122,7433381.234
300,D125087,4227.2095,999,144.516738,D125044,1519896.226,7431760.464
301,D069038,4290.603,999,252.626132,D069037,1533365.147,7432771.375
302,D069040,4290.7178,999,93.900611,D069038,1533363.845,7432677.484
303,D110244,4231.1191,999,146.8889,D110271,1523471.69,7437095.203
304,D100324,4231.2495,999,124.428004,D100284,1525416.127,7437084.267
306,D100289,4231.2373,999,76.89506,D100287,1525505.538,7437082.901
307,D100331,4233.6499,999,44.2103,D100250,1526330.496,7437082.289
308,D138017,4227.0474,999,0,17Outfall,1518114.914,7431298.434
309,D125056,4228.2144,999,65.179299,D125054,1519891.106,7431270.73
310,D112039,4229.1401,999,226.741029,D125075,1521728.425,7431217.096
311,D138034,4230.3979,999,256.893574,D138032,1518482.048,7431216.275
312,D110265,4230.2695,999,97.043718,D110125,1522403.475,7437070.615
313,D110241,4230.71,999,41.867397,D110129,1523412.031,7437069.164
314,D125054,4228.4341,999,58.38955,D125055,1519891.252,7431205.551
315,D112064,4228.9756,999,42.58673,D112063,1523546.892,7431178.16
316,D093032,4261.3413,999,250.698755,D093041,1528979.915,7431176.246
317,D102091,4242.583,999,50.629958,D102009,1526275.829,7431172.756
318,D093013,4249.8071,999,125.7659,D093012,1527226.282,7431166.828
319,D125031,4227.6821,999,57.202998,D125030,1521559.749,7432373.512
320,D125032,4226.7554,999,278.27777,D125031,1521837.978,7432368.302
321,D102090,4240.2207,999,25.568831,D102158,1525858.41,7431150.926
322,D102081,4238.7158,999,174.666224,D102113,1525618.472,7431149.733
323,D069035,4288.1992,999,233.334443,D069034,1533369.49,7433078.416
324,D138002,4227.1328,999,246.560592,D138009,1518365.884,7432161.77
325,D069037,4288.7407,999,54.445411,D069035,1533368.649,7433023.977
326,D112080,4228.9219,999,36.320238,D112081,1523087.999,7432941.314
327,D125039,4226.6704,999,199.612728,D125087,1519897.388,7431960.073
329,D138081,4229.9048,999,198.04709,D138080,1518232.806,7431700.77
330,D093006,4257.1729,999,198.057731,D093005,1529604.62,7432651.203
332,D069104,4306.8345,999,7.3617,D069102,1534159.81,7432613.292
333,D069102,4306.8467,999,761.327722,D069042,1534152.45,7432613.134
334,D138001,4228.7993,999,272.513022,D138067,1518116.644,7432466.586
336,D138018,4226.9395,999,0,17Outfall,1518114.905,7431289.202
337,D138032,4232.1152,999,109.472606,SW19,1518225.154,7431216.537
338,D125055,4228.7363,999,289.567322,D125050,1519832.863,7431205.625
339,D112053,4229.0068,999,363.461763,D112046,1522796.629,7431184.52
340,D093041,4259.5693,999,98.535946,D093030,1528729.269,7431181.388
341,D093046,4256.3057,999,338.029142,D093024,1528240.476,7431179.334
342,D102009,4242.2329,999,342.037169,D102087,1526225.218,7431171.359
343,D093018,4251.5986,999,99.702838,D093016,1527482.345,7431168.986
344,D102113,4239.9648,999,179.850867,D102080,1525443.816,7431151.623
345,D138009,4228.9639,999,235.427737,D138081,1518319.707,7431919.572
346,D112055,4229.3218,999,0,DP2,1522952.525,7431131.978
347,D125101,4227.4038,999,19.108772,D125036,1519299.18,7431995.808
349,D125090,4227.5239,999,250.004823,D125036,1519549.163,7431992.542
350,D125088,4226.9385,999,302.477132,D125090,1519851.64,7431991.828
351,D125044,4227.6709,999,345.243227,D125056,1519894.582,7431615.956
353,D125046,4229.7534,999,287.073279,D125043,1521500.925,7431704.711
355,D125050,4228.9492,999,301.570561,D125049,1519543.326,7431209.849
356,SW19,4232.6748,999,60.901323,D138017,1518173.971,7431313.307
357,D093024,4253.6084,999,161.26267,D093021,1527902.449,7431180.535
358,D093016,4250.9595,999,156.371134,D093013,1527382.651,7431167.664
359,D112068,4230.5342,999,217.215385,D102501,1524081.121,7431154.511
360,D102080,4236.4648,999,131.486286,D102112,1525263.974,7431149.894
361,D093021,4253.1826,999,259.279285,D093018,1527741.215,7431183.553
362,D112062,4228.5869,999,358.86216,D112049,1523429.249,7431178.896
363,D112071,4230.3115,999,378.591366,D112064,1523925.483,7431178.479
364,D112063,4228.7964,999,75.057836,D112062,1523504.306,7431178.39
365,D102087,4240.4463,999,32.811798,D102090,1525883.183,7431172.441
366,D102096,4245.0479,999,317.958332,D102091,1526593.787,7431172.089
367,D102098,4245.4907,999,65.996321,D102096,1526659.685,7431168.487
368,D102501,4230.0371,999,137.313389,D112065,1523863.923,7431157.253
369,D102112,4235.2427,999,152.32657,D102078,1525132.5,7431148.091
370,D102158,4239.9146,999,214.549735,D102081,1525833.015,7431147.951
375,D140025,4236.0469,999,260.268169,D140007,1517818.725,7428438.619
376,D056091,4341.5767,999,36.375285,D056089,1534969.675,7428428.07
377,D140009,4236.3525,999,402.017578,D140029,1518658.973,7428414.544
378,D056094,4342.6694,999,36.812891,D056091,1534991.311,7428398.286
379,D140029,4235.5801,999,242.899179,D140008,1518257.184,7428428.116
380,D113097,4235.606,999,99.843616,D113078,1524091.742,7428231.796
381,D113065,4231.8384,999,303.970777,D113061,1523434.437,7428259.422
382,D070117,4334.5962,999,311.47106,D070101,1534508.167,7428734.676
384,D103135,4245.4688,999,344.631487,D103088,1526568.645,7428212.601
385,D070115,4334.8794,999,26.354244,D070103,1534545.036,7428617.429
388,D126126,4232.5493,999,0,DP3,1521312.736,7428194.697
389,D113077,4234.5352,999,62.70184,D113078,1524036.245,7428188.993
390,D103136,4234.9463,999,43.395709,D103137,1524481.989,7428186.992
391,D103074,4235.2207,999,150.555803,D103073,1524321.743,7428180.783
392,D113060,4234.6265,999,141.889287,D113055,1523122.333,7428237.381
393,D113061,4234.6108,999,8.987533,D113060,1523131.305,7428236.858
394,D103072,4235.9126,999,98.466282,D103076,1524661.85,7428216.057
395,D094041,4246.4995,999,369.257492,D103095,1526989.591,7428204.606
396,D070103,4334.8296,999,44.802282,D070116,1534544.196,7428643.77
397,D103076,4235.3892,999,85.765138,D103136,1524567.755,7428187.047
398,D126131,4235.3052,999,994.229421,D140009,1519649.859,7428333.086
399,D056090,4341.1509,999,157.416146,D070119,1534858.656,7428500.698
400,D056092,4340.7617,999,78.419637,D056090,1534929.766,7428467.637
401,D140007,4240.2319,999,596.208115,D139035,1517558.46,7428437.434
402,D140008,4236.6948,999,195.71172,D140025,1518014.423,7428436.316
403,D126088,4235.6318,999,347.2284,D126131,1519996.769,7428318.213
405,D057001,4343.3291,999,209.635494,D056089,1534945.775,7428248.971
406,D113079,4234.7383,999,250.319802,D113071,1523954.419,7428233.763
407,D113078,4234.9448,999,37.493679,D113079,1523991.91,7428233.332
408,D103088,4244.0376,999,784.012767,D103082,1526224.076,7428219.145
409,D113071,4232.957,999,270.657518,D113065,1523704.112,7428236.387
410,D103139,4236.022,999,181.2846,D113097,1524272.976,7428227.543
411,D103137,4235.5127,999,191.013785,D103139,1524463.987,7428226.478
412,D103082,4240.5464,999,761.46898,D103080,1525440.093,7428212.325
413,D057500,4348.563,999,380.512234,D056094,1535296.594,7428212.124
414,D103095,4245.479,999,51.763831,D103135,1526620.4,7428211.618
415,D094042,4246.3276,999,57.150092,D094041,1527046.74,7428204.333
416,D094045,4246.3091,999,16.149177,D094042,1527062.889,7428204.255
417,D057152,4344.1553,999,56.420453,D057001,1534979.884,7428204.029
420,D103073,4235.3145,999,135.061107,D113077,1524171.258,7428185.384
421,D057502,4354.7983,999,27.948906,D057501,1535510.565,7428171.819
422,D113055,4232.8047,999,0,DP4,1522996.765,7428171.311
423,SD351,4251.5645,999,34.816656,SD353,1530295.967,7437082.467
424,D100030,4230.4814,999,289.822542,SD285,1524659.006,7437919.283
425,SD352,4255.4165,999,131.866117,D079136,1530648.32,7437080.696
426,SD371,4245.9478,999,37.790011,D091145,1529442.218,7437064.328
427,D057180,4354.5874,999,204.513071,D057500,1535497.351,7428173.109
428,D055133,4336.5781,999,253.564794,D055179,1535779.509,7431614.522
429,SD161,4299.2891,999,38.783792,SD162,1532502.685,7429967.593
430,SD162,4298.4238,999,26.893662,D070041,1532483.495,7430001.297
431,SD382,4240.7544,999,299.863096,D091263,1528294.999,7437089.542
432,D053070,4484.9585,999,292.502972,D053224,1536559.127,7437871.833
433,D053067,4368.0684,999,261.266455,D053072,1535354.055,7437877.681
434,D081039,4262.5908,999,651.112733,D093006,1530181.057,7432348.437
435,D055097,4332.332,999,24.263808,D055096,1535723.954,7432019.236
436,D055110,4333.3975,999,143.954944,D055097,1535779.926,7431903.427
437,SD353,4251.48,999,79.037018,SD354,1530261.152,7437082.752
438,D070033,4297.9072,999,405.97644,SD161,1532466.386,7430022.046
439,D070041,4300.668,999,150.88896,SD161,1532576.724,7429836.118
440,SD3056,4311.5303,999,182.976224,SD215,1534552.129,7432576.551
441,SD3060,4265.96,999,19.356165,D080512,1531846.337,7434137.29
442,D111104,4229.7759,999,221.221075,D111101,1523120.683,7434140.189
446,D079152,4254.1089,999,481.221462,D079151,1531013.477,7434858.564
447,SD3075,4229.2661,999,413.366793,D111102,1523312.71,7434153.749
448,D080512,4266.022,999,9.45045,D080500,1531826.981,7434137.304
450,D079151,4255.4033,999,148.074009,SD2080,1531014.993,7435339.783
451,SD2073,4256.8242,999,154.546688,D079148,1531016.959,7436384.17
452,D079148,4257.2266,999,402.449916,D079143,1531019.102,7436538.702
454,D079131,4250.1514,999,280.240564,SD362,1530106.066,7437082.235
456,D123196,4226.3672,999,120.320754,D123223,1519519.344,7437145.767
457,D123171,4227.1616,999,157.523069,D123172,1520904.283,7437077.433
458,D123168,4228.04,999,46.020188,D123169,1521569.263,7437075.284
459,D110200,4231.1733,999,373.480464,D110126,1523029.225,7437071.28
460,D054047,4356.0513,999,46.956841,D054046,1535308.194,7435313.462
461,D080500,4266.0205,999,52.796774,D080090,1531817.534,7434137.045
463,D110129,4230.8467,999,257.476097,D110128,1523370.17,7437069.859
464,D110167,4230.9971,999,41.522216,D110241,1523453.544,7437068.263
465,D110253,4230.3877,999,169.75064,SD5202,1524172.282,7437067.214
466,D100097,4230.5181,999,70.39388,D110253,1524242.668,7437066.172
469,D100279,4231.0635,999,61.091514,D100277,1525096.665,7437090.763
470,D100215,4231.0713,999,87.202833,D100122,1525433.516,7437063.361
471,D100188,4231.7397,999,38.351886,D100330,1525910.305,7437061.256
472,D091182,4235.4404,999,121.023175,D100323,1527014.539,7437050.119
473,D091123,4240.0542,999,49.279594,D091126,1528322.765,7437068.664
474,SD380,4241.9624,999,110.403301,D091266,1528670.975,7437086.902
475,D091136,4242.5054,999,181.889736,D091135,1528846.471,7437066.634
476,SD376,4243.791,999,65.205769,D091267,1529023.906,7437086.154
477,D079154,4257.5449,999,88.434446,SD2085,1531011.314,7434346.345
478,SD2080,4255.313,999,243.210654,D079150,1531014.907,7435487.857
479,D079149,4256.3931,999,249.935904,SD2073,1531014.751,7436134.244
480,D079135,4258.4658,999,267.220759,SD352,1530915.534,7437078.77
481,D079064,4247.498,999,327.191115,SD367,1529828.647,7437063.156
482,D123194,4226.2837,999,43.511384,D123195,1519270.463,7437147.642
483,D123210,4226.5142,999,54.835378,SD4616,1519657.877,7437143.749
484,D123197,4226.5088,999,197.27866,D123210,1519855.15,7437142.267
485,D123212,4226.8794,999,120.225735,D123206,1519979.731,7437116.711
486,D123095,4227.2905,999,77.691803,D123094,1520079.511,7437080.735
487,D123098,4227.4399,999,215.368469,D123173,1520708.191,7437078.034
489,D123170,4228.5708,999,379.868986,D123171,1521284.15,7437076.247
491,D110221,4230.6191,999,140.815209,D123231,1522284.451,7437096.539
492,D110125,4230.7656,999,66.644361,D110219,1522306.456,7437072.833
493,D110223,4230.3042,999,31.2856,D110221,1522315.736,7437096.688
494,D079155,4258.8521,999,174.696818,D079154,1531012.012,7434171.65
495,D079150,4255.9683,999,338.025823,SD2077,1531013.704,7435731.065
496,D110230,4230.8496,999,119.255705,D110228,1522559.405,7437096.158
497,D110233,4231.2979,999,100.288247,D110231,1522739.416,7437095.274
498,D110272,4231.8755,999,272.517643,D110233,1523011.934,7437095.198
499,D110132,4231.1021,999,246.659092,D110151,1523780.638,7437069.02
500,D110133,4231.0698,999,45.651499,D110132,1523826.274,7437067.835
501,D100267,4231.6641,999,224.195584,D110255,1524397.097,7437097.049
502,D100098,4230.9346,999,29.88288,D100097,1524272.551,7437066.175
503,D100335,4230.668,999,135.031445,D100274,1524757.168,7437096.15
505,SD2077,4256.1543,999,65.155125,D079149,1531014.834,7436069.088
506,SD354,4250.8979,999,76.060368,D079131,1530182.117,7437083.399
507,SD355,4248.5679,999,130.39491,D079064,1529959.041,7437062.7
509,SD370,4246.1563,999,109.406,D091268,1529467.25,7437084.714
510,D123223,4226.0161,999,128.571021,D123194,1519399.023,7437146.008
511,D123206,4226.4541,999,7.006307,D123197,1519862.136,7437141.723
513,D123227,4227.5229,999,21.647508,D123200,1520680.129,7437110.616
514,D123226,4227.3809,999,73.320492,D123227,1520753.426,7437108.736
515,D100122,4231.0708,999,191.23243,D100281,1525346.313,7437063.416
516,D091232,4235.7788,999,14.467262,D091182,1527029.003,7437049.812
517,D091261,4237.4888,999,340.259454,D091272,1527353.52,7437085.288
518,D091180,4235.9131,999,236.423951,D091181,1527392.801,7437047.557
519,D091122,4239.5854,999,155.364097,D091121,1528137.371,7437068.803
520,D091126,4240.4399,999,136.114693,D091122,1528273.486,7437068.766
521,D091131,4241.4204,999,151.728152,D091206,1528604.277,7437067.615
522,SD2085,4256.9224,999,103.556305,D079153,1531011.095,7434434.779
524,D079143,4258.9736,999,137.757512,D079133,1531018.196,7436941.15
525,D079071,4249.7739,999,124.77606,SD355,1530083.815,7437061.964
526,SD362,4247.9082,999,70.531768,D079130,1529825.826,7437082.729
528,D110228,4230.498,999,124.415526,D110223,1522440.149,7437095.967
529,D110128,4231.5513,999,83.481322,D110200,1523112.694,7437069.834
530,D110238,4232.0825,999,104.203226,D110272,1523116.135,7437095.846
533,D100274,4230.8711,999,209.033471,D100329,1524622.137,7437095.95
534,SD367,4245.7881,999,59.239287,SD371,1529501.457,7437064.004
536,D123173,4227.5225,999,413.322715,D123095,1520492.822,7437077.689
539,D123169,4228.4688,999,239.094324,D123170,1521523.243,7437075.376
540,D110206,4232.1162,999,231.389284,D110121,1522144.491,7437072.338
541,D110219,4231.7051,999,15.269462,D110206,1522159.76,7437072.202
544,D100329,4231.6323,999,16.009909,D100267,1524413.106,7437096.815
545,SD3806,4254.2207,999,41.687999,D079025,1530194.375,7437902.919
548,D100291,4231.6885,999,274.418829,D100289,1525779.957,7437082.623
549,D100330,4231.8032,999,33.903731,D100298,1525871.953,7437061.223
550,D100259,4236.2676,999,401.744208,D100312,1526958.807,7437079.527
551,SD388,4239.5825,999,160.119804,D091262,1527913.458,7437091.643
552,D091263,4239.6802,999,81.686232,SD388,1527995.138,7437090.665
553,D091121,4239.1753,999,54.768371,D091119,1527982.007,7437069.086
554,D091266,4241.5156,999,265.583305,SD382,1528560.579,7437088.223
555,D091141,4243.353,999,176.764373,D091136,1529023.234,7437065.908
556,D100284,4231.2583,999,195.103634,D100279,1525291.743,7437087.547
557,D100135,4232.4595,999,223.62011,D100188,1526133.925,7437061.335
558,D100134,4233.4209,999,50.051329,D100135,1526183.973,7437060.715
559,D091181,4235.6279,999,127.40316,D091232,1527156.401,7437050.914
560,D091145,4245.4473,999,381.21141,D091141,1529404.445,7437065.451
562,D092131,4248.5366,999,690.066714,D092126,1529374.73,7434145.135
565,D081041,4277.0371,999,640.744241,SD3730,1531191.419,7431171.231
568,SD3700,4265.9893,999,160.586338,D092115,1527914.85,7434136.34
570,D080090,4265.4473,999,673.075886,D080086,1531764.738,7434137.348
572,D093012,4248.7739,999,123.111633,D093008,1527100.516,7431167.087
575,SD4066,4226.5747,999,0,13Outfall,1519701.146,7434149.265
576,D124054,4227.3833,999,499.70981,D124502,1520679.531,7434163.274
577,D093008,4248.0142,999,317.779625,D102098,1526977.437,7431164.283
578,D124045,4227.4028,999,101.417976,D124043,1520005.106,7434165.318
581,SD4899,4254.0791,999,702.145342,D092520,1530182.354,7434142.697
582,D112025,4230.6128,999,219.305685,D125084,1522285.065,7432365.803
583,D112070,4230.6958,999,219.707393,D125077,1522284.656,7432381.005
584,D057023,4354.7085,999,5.910072,D057500,1535504.73,7428172.759
586,SD4065,4227.4092,999,0,13Outfall,1519700.521,7434163.397
587,SD2287,4229.5557,999,535.079734,SD2288,1522297.325,7432916.11
588,D041022,4646.1431,999,303.119851,D041137,1540085.079,7437424.856
589,D029001,4654.9331,999,274.005695,D041022,1540359.083,7437423.883
590,D138008,4226.1821,999,336.963488,D138003,1518704.232,7432002.46
591,D041146,4620.0908,999,310.089085,D041150,1539043.16,7437430.318
592,D041141,4631.6343,999,218.64421,D041143,1539558.844,7437427.933
593,SD4901,4599.4092,999,128.538741,D041153,1538549.544,7437432.302
594,D125041,4227.9272,999,460.348762,D125089,1520358.739,7431998.558
595,D125043,4229.6021,999,63.26787,D125042,1521497.858,7431991.768
596,D125042,4228.1563,999,689.185079,SD3134,1521434.62,7431989.812
598,D125034,4229.3105,999,359.011946,D138008,1519063.186,7431995.981
599,SD4588,4424.7764,999,56.857617,SD4587,1535960.264,7437872.995
600,D041124,4636.0879,999,23.750662,D041140,1539740.092,7437426.342
601,D053224,4459.0903,999,83.048062,D053225,1536266.628,7437873.368
602,D053249,4386.1421,999,196.141713,D053067,1535655.847,7437873.534
603,D053074,4371.9951,999,105.682428,D053067,1535459.716,7437875.601
604,D041156,4555.2974,999,309.109395,D041155,1537977.452,7437616.231
605,D041143,4626.6899,999,230.510637,D041142,1539340.2,7437428.259
606,SD4618,4226.0112,999,72.264684,D123196,1519591.601,7437144.714
607,SD4587,4413.7207,999,73.285717,D053069,1535903.406,7437872.951
608,D041152,4575.5801,999,328.321699,D041156,1538250.161,7437433.406
609,D041150,4610.0518,999,183.533027,SD4901,1538733.071,7437430.804
610,SD4617,4225.9019,999,6.682308,SD4618,1519598.283,7437144.617
611,D123180,4225.7017,999,0,D123203,1519710.743,7437124.489
612,D053056,4498.478,999,300.163978,D053070,1536859.288,7437870.391
613,D053115,4511.9561,999,297.519217,D053056,1537156.806,7437869.568
614,D041008,4518.4453,999,153.59244,D053115,1537310.396,7437868.752
615,D041140,4635.4951,999,157.522751,D041141,1539716.366,7437427.422
616,D041137,4636.9795,999,41.884283,D041124,1539781.968,7437427.15
617,D081032,4276.9141,999,40.48124,D081031,1531193.757,7431130.075
618,D123203,4222.4956,999,7.672852,9Outfall,1519712.161,7437116.949
619,SD5202,4232.0107,999,150.695161,SD3068,1524002.534,7437068.166
621,SD4616,4226.0781,999,4.765693,SD4617,1519603.048,7437144.548
623,D090066,4259.5078,999,101.554548,D090133,1528664.36,7440327.671
624,D099038,4244.5093,999,410.178458,D099036,1525944.08,7440245.728
625,D101143,4233.1206,999,142.209833,D101141,1526063.576,7434123.435
626,D092095,4235.3174,999,256.802416,D101501,1526942.443,7434135.912
627,D092112,4237.6021,999,99.332644,D092107,1527510.171,7434127.323
629,D101149,4233.5898,999,158.902306,D101502,1526457.293,7434137.507
630,D101151,4233.8462,999,150.078658,D101150,1526454.566,7434123.801
631,D092113,4238.9219,999,229.980449,D092101,1527741.966,7434140.102
632,D092115,4239.1045,999,12.529279,D092113,1527754.361,7434141.932
633,D101132,4234.124,999,584.702001,D101125,1525674,7434140.337
634,D101131,4234.2856,999,387.451008,D101127,1525674.621,7434126.654
635,SD3068,4231.186,999,25.565248,D044005,1523851.839,7437067.892
636,D099098,4249.2905,999,71.194365,D099133,1526866.31,7440254.106
637,D099133,4248.5684,999,253.369311,D099097,1526795.116,7440254.296
638,D091034,4246.1831,999,329.258171,D091223,1528657.703,7438632.643
639,D091094,4247.2388,999,12.945967,D091095,1529404.832,7437903.169
640,D079033,4258.4521,999,365.520914,SD3806,1530559.884,7437899.92
641,D067044,4289.2603,999,252.266643,D067064,1533158.639,7437882.407
642,D099070,4238.71,999,268.623865,D099074,1525504.425,7439843.273
